episode,reward,success,epsilon
855,-19.0,0.0,0.05
856,7.8999999999999995,1.0,0.05
857,-19.9,0.0,0.05
858,-18.1,0.0,0.05
859,6.100000000000001,1.0,0.05
860,-21.7,0.0,0.05
861,-19.0,0.0,0.05
862,-14.5,0.0,0.05
863,-14.5,0.0,0.05
864,-14.5,0.0,0.05
865,-17.2,0.0,0.05
866,-18.1,0.0,0.05
867,-20.799999999999997,0.0,0.05
868,-22.6,0.0,0.05
869,-16.299999999999997,0.0,0.05
870,-18.099999999999998,0.0,0.05
871,-22.6,0.0,0.05
872,-16.3,0.0,0.05
873,-19.0,0.0,0.05
874,-20.799999999999997,0.0,0.05
875,-18.099999999999998,0.0,0.05
876,-19.9,0.0,0.05
877,-15.4,0.0,0.05
878,-21.7,0.0,0.05
879,-22.6,0.0,0.05
880,-19.9,0.0,0.05
881,-21.7,0.0,0.05
882,-20.799999999999997,0.0,0.05
883,-19.9,0.0,0.05
884,12.100000000000001,1.0,0.05
885,-19.9,0.0,0.05
886,-19.0,0.0,0.05
887,-15.4,0.0,0.05
888,-22.6,0.0,0.05
889,-21.7,0.0,0.05
890,-19.0,0.0,0.05
891,-22.6,0.0,0.05
892,-15.4,0.0,0.05
893,-19.9,0.0,0.05
894,10.9,1.0,0.05
895,-21.7,0.0,0.05
896,14.8,1.0,0.05
897,-21.7,0.0,0.05
898,-22.6,0.0,0.05
899,-21.7,0.0,0.05
900,-21.7,0.0,0.05
901,-15.4,0.0,0.05
902,11.5,1.0,0.05
903,9.1,1.0,0.05
904,-22.6,0.0,0.05
905,-20.799999999999997,0.0,0.05
906,-19.0,0.0,0.05
907,-20.799999999999997,0.0,0.05
908,8.8,1.0,0.05
909,-17.2,0.0,0.05
910,-17.199999999999996,0.0,0.05
911,-19.9,0.0,0.05
912,-20.799999999999997,0.0,0.05
913,-20.799999999999997,0.0,0.05
914,6.100000000000001,1.0,0.05
915,-19.0,0.0,0.05
916,-17.2,0.0,0.05
917,-15.4,0.0,0.05
918,-16.3,0.0,0.05
919,7.000000000000002,1.0,0.05
920,-20.799999999999997,0.0,0.05
921,-18.1,0.0,0.05
922,-19.9,0.0,0.05
923,-19.9,0.0,0.05
924,-19.9,0.0,0.05
925,-16.3,0.0,0.05
926,-16.299999999999997,0.0,0.05
927,-20.799999999999997,0.0,0.05
928,-19.9,0.0,0.05
929,-13.6,0.0,0.05
930,5.800000000000001,1.0,0.05
931,-17.200000000000003,0.0,0.05
932,-22.6,0.0,0.05
933,-20.799999999999997,0.0,0.05
934,-16.3,0.0,0.05
935,8.8,1.0,0.05
936,-19.0,0.0,0.05
937,-17.2,0.0,0.05
938,-19.0,0.0,0.05
939,-17.2,0.0,0.05
940,-20.799999999999997,0.0,0.05
941,-20.799999999999997,0.0,0.05
942,-20.799999999999997,0.0,0.05
943,-18.1,0.0,0.05
944,-19.0,0.0,0.05
945,-17.199999999999996,0.0,0.05
946,7.000000000000002,1.0,0.05
947,-17.199999999999996,0.0,0.05
948,-21.7,0.0,0.05
949,-19.9,0.0,0.05
950,-21.7,0.0,0.05
951,-19.0,0.0,0.05
952,7.8999999999999995,1.0,0.05
953,6.100000000000001,1.0,0.05
954,-20.799999999999997,0.0,0.05
955,-14.5,0.0,0.05
956,-19.0,0.0,0.05
957,-15.399999999999999,0.0,0.05
958,-21.7,0.0,0.05
959,10.299999999999999,1.0,0.05
960,7.6,1.0,0.05
961,-19.9,0.0,0.05
962,-20.799999999999997,0.0,0.05
963,-20.799999999999997,0.0,0.05
964,-21.7,0.0,0.05
965,-20.799999999999997,0.0,0.05
966,-18.1,0.0,0.05
967,-17.200000000000003,0.0,0.05
968,-22.6,0.0,0.05
969,-19.9,0.0,0.05
970,4.8999999999999995,1.0,0.05
971,-17.199999999999996,0.0,0.05
972,-19.9,0.0,0.05
973,-16.3,0.0,0.05
974,-20.799999999999997,0.0,0.05
975,10.9,1.0,0.05
976,-22.6,0.0,0.05
977,-19.9,0.0,0.05
978,-19.9,0.0,0.05
979,-22.6,0.0,0.05
980,-20.799999999999997,0.0,0.05
981,-21.7,0.0,0.05
982,-18.1,0.0,0.05
983,6.7,1.0,0.05
984,-19.0,0.0,0.05
985,-22.6,0.0,0.05
986,-21.7,0.0,0.05
987,15.7,1.0,0.05
988,-19.0,0.0,0.05
989,-22.6,0.0,0.05
990,-22.6,0.0,0.05
991,-19.0,0.0,0.05
992,-21.7,0.0,0.05
993,6.100000000000001,1.0,0.05
994,-21.7,0.0,0.05
995,9.7,1.0,0.05
996,-19.0,0.0,0.05
997,9.399999999999999,1.0,0.05
998,8.8,1.0,0.05
999,10.9,1.0,0.05
1000,9.7,1.0,0.05
1001,-18.099999999999998,0.0,0.05
1002,-19.9,0.0,0.05
1003,-19.9,0.0,0.05
1004,-19.9,0.0,0.05
1005,-19.9,0.0,0.05
1006,-21.7,0.0,0.05
1007,-14.5,0.0,0.05
1008,-19.0,0.0,0.05
1009,-17.199999999999996,0.0,0.05
1010,-20.799999999999997,0.0,0.05
1011,-21.7,0.0,0.05
1012,-18.099999999999998,0.0,0.05
1013,-16.3,0.0,0.05
1014,-15.4,0.0,0.05
1015,8.5,1.0,0.05
1016,-19.9,0.0,0.05
1017,-20.799999999999997,0.0,0.05
1018,7.900000000000001,1.0,0.05
1019,-16.299999999999997,0.0,0.05
1020,-18.1,0.0,0.05
1021,-18.1,0.0,0.05
1022,-14.5,0.0,0.05
1023,-20.799999999999997,0.0,0.05
1024,-20.799999999999997,0.0,0.05
1025,-15.4,0.0,0.05
1026,-19.0,0.0,0.05
1027,-20.799999999999997,0.0,0.05
1028,-15.4,0.0,0.05
1029,-13.600000000000001,0.0,0.05
1030,-16.3,0.0,0.05
1031,8.2,1.0,0.05
1032,-20.799999999999997,0.0,0.05
1033,-19.9,0.0,0.05
1034,-21.7,0.0,0.05
1035,-18.099999999999998,0.0,0.05
1036,-17.2,0.0,0.05
1037,-18.1,0.0,0.05
1038,-15.399999999999997,0.0,0.05
1039,-22.6,0.0,0.05
1040,-17.2,0.0,0.05
1041,-20.799999999999997,0.0,0.05
1042,-16.3,0.0,0.05
1043,-15.4,0.0,0.05
1044,-17.200000000000003,0.0,0.05
1045,-20.799999999999997,0.0,0.05
1046,-19.0,0.0,0.05
1047,6.700000000000001,1.0,0.05
1048,-17.200000000000003,0.0,0.05
1049,-19.0,0.0,0.05
1050,9.1,1.0,0.05
1051,-18.1,0.0,0.05
1052,-17.2,0.0,0.05
1053,-19.0,0.0,0.05
1054,-19.9,0.0,0.05
1055,8.8,1.0,0.05
1056,-21.7,0.0,0.05
1057,6.100000000000001,1.0,0.05
1058,-20.799999999999997,0.0,0.05
1059,7.600000000000003,1.0,0.05
1060,4.900000000000002,1.0,0.05
1061,-20.799999999999997,0.0,0.05
1062,-20.799999999999997,0.0,0.05
1063,9.1,1.0,0.05
1064,-18.099999999999998,0.0,0.05
1065,-21.7,0.0,0.05
1066,-19.9,0.0,0.05
1067,-19.0,0.0,0.05
1068,-17.199999999999996,0.0,0.05
1069,-16.299999999999997,0.0,0.05
1070,-19.9,0.0,0.05
1071,9.1,1.0,0.05
1072,-15.4,0.0,0.05
1073,-21.7,0.0,0.05
1074,-21.7,0.0,0.05
1075,-16.3,0.0,0.05
1076,-16.3,0.0,0.05
1077,-14.5,0.0,0.05
1078,7.6,1.0,0.05
1079,-16.299999999999997,0.0,0.05
1080,7.300000000000001,1.0,0.05
1081,-20.799999999999997,0.0,0.05
1082,4.8999999999999995,1.0,0.05
1083,-20.799999999999997,0.0,0.05
1084,-20.799999999999997,0.0,0.05
1085,-20.799999999999997,0.0,0.05
1086,-19.0,0.0,0.05
1087,-19.0,0.0,0.05
1088,-15.399999999999997,0.0,0.05
1089,-14.5,0.0,0.05
1090,-18.1,0.0,0.05
1091,-20.799999999999997,0.0,0.05
1092,-19.0,0.0,0.05
1093,-19.9,0.0,0.05
1094,-19.0,0.0,0.05
1095,12.1,1.0,0.05
1096,-19.0,0.0,0.05
1097,8.5,1.0,0.05
1098,-19.9,0.0,0.05
1099,-19.0,0.0,0.05
1100,-15.4,0.0,0.05
1101,-22.6,0.0,0.05
1102,-21.7,0.0,0.05
1103,-22.6,0.0,0.05
1104,-21.7,0.0,0.05
1105,7.9,1.0,0.05
1106,-22.6,0.0,0.05
1107,-20.799999999999997,0.0,0.05
1108,-19.9,0.0,0.05
1109,-22.6,0.0,0.05
1110,-19.9,0.0,0.05
1111,-18.1,0.0,0.05
1112,7.8999999999999995,1.0,0.05
1113,-19.0,0.0,0.05
1114,9.7,1.0,0.05
1115,-21.7,0.0,0.05
1116,-16.299999999999997,0.0,0.05
1117,-17.199999999999996,0.0,0.05
1118,-19.0,0.0,0.05
1119,-22.6,0.0,0.05
1120,-19.0,0.0,0.05
1121,-20.799999999999997,0.0,0.05
1122,-19.0,0.0,0.05
1123,-21.7,0.0,0.05
1124,-19.0,0.0,0.05
1125,-18.099999999999998,0.0,0.05
1126,6.1000000000000005,1.0,0.05
1127,10.6,1.0,0.05
1128,-12.7,0.0,0.05
1129,-19.0,0.0,0.05
1130,7.6,1.0,0.05
1131,-16.299999999999997,0.0,0.05
1132,-18.1,0.0,0.05
1133,-17.2,0.0,0.05
1134,-18.099999999999998,0.0,0.05
1135,-18.1,0.0,0.05
1136,4.000000000000002,1.0,0.05
1137,-22.6,0.0,0.05
1138,-19.0,0.0,0.05
1139,-21.7,0.0,0.05
1140,-19.9,0.0,0.05
1141,-17.200000000000003,0.0,0.05
1142,6.700000000000001,1.0,0.05
1143,-20.799999999999997,0.0,0.05
1144,-12.7,0.0,0.05
1145,-22.6,0.0,0.05
1146,-17.199999999999996,0.0,0.05
1147,-17.2,0.0,0.05
1148,4.900000000000002,1.0,0.05
1149,-16.3,0.0,0.05
1150,4.000000000000002,1.0,0.05
1151,-15.4,0.0,0.05
1152,-19.0,0.0,0.05
1153,12.4,1.0,0.05
1154,-16.299999999999997,0.0,0.05
1155,-20.799999999999997,0.0,0.05
1156,-20.799999999999997,0.0,0.05
1157,-17.200000000000003,0.0,0.05
1158,-22.6,0.0,0.05
1159,-20.799999999999997,0.0,0.05
1160,-19.0,0.0,0.05
1161,9.7,1.0,0.05
1162,-20.799999999999997,0.0,0.05
1163,-19.9,0.0,0.05
1164,12.399999999999999,1.0,0.05
1165,-18.099999999999998,0.0,0.05
1166,-19.9,0.0,0.05
1167,-18.099999999999998,0.0,0.05
1168,-20.799999999999997,0.0,0.05
1169,-16.3,0.0,0.05
1170,-15.4,0.0,0.05
1171,-19.9,0.0,0.05
1172,-20.799999999999997,0.0,0.05
1173,-19.9,0.0,0.05
1174,-18.099999999999998,0.0,0.05
1175,-19.0,0.0,0.05
1176,-20.799999999999997,0.0,0.05
1177,4.900000000000002,1.0,0.05
1178,-17.2,0.0,0.05
1179,-20.799999999999997,0.0,0.05
1180,-21.7,0.0,0.05
1181,4.9,1.0,0.05
1182,6.700000000000003,1.0,0.05
1183,-20.799999999999997,0.0,0.05
1184,-19.0,0.0,0.05
1185,-20.799999999999997,0.0,0.05
1186,-19.9,0.0,0.05
1187,-17.2,0.0,0.05
1188,-19.9,0.0,0.05
1189,7.900000000000001,1.0,0.05
1190,-17.200000000000003,0.0,0.05
1191,9.7,1.0,0.05
1192,-21.7,0.0,0.05
1193,-21.7,0.0,0.05
1194,-18.1,0.0,0.05
1195,-13.600000000000001,0.0,0.05
1196,-20.799999999999997,0.0,0.05
1197,-16.3,0.0,0.05
1198,-14.5,0.0,0.05
1199,9.1,1.0,0.05
1200,-17.2,0.0,0.05
1201,-21.7,0.0,0.05
1202,-22.6,0.0,0.05
1203,-22.6,0.0,0.05
1204,-19.0,0.0,0.05
1205,-16.3,0.0,0.05
1206,4.900000000000002,1.0,0.05
1207,10.6,1.0,0.05
1208,8.5,1.0,0.05
1209,5.8,1.0,0.05
1210,-19.0,0.0,0.05
1211,-16.3,0.0,0.05
1212,-18.1,0.0,0.05
1213,-19.0,0.0,0.05
1214,-21.7,0.0,0.05
1215,-18.099999999999998,0.0,0.05
1216,-21.7,0.0,0.05
1217,-21.7,0.0,0.05
1218,-14.5,0.0,0.05
1219,-17.2,0.0,0.05
1220,-19.9,0.0,0.05
1221,-21.7,0.0,0.05
1222,7.6,1.0,0.05
1223,-21.7,0.0,0.05
1224,-18.099999999999998,0.0,0.05
1225,-19.9,0.0,0.05
1226,-19.0,0.0,0.05
1227,-17.2,0.0,0.05
1228,-17.2,0.0,0.05
1229,-19.0,0.0,0.05
1230,-17.2,0.0,0.05
1231,-18.099999999999998,0.0,0.05
1232,6.100000000000001,1.0,0.05
1233,-21.7,0.0,0.05
1234,-19.9,0.0,0.05
1235,-18.1,0.0,0.05
1236,-19.9,0.0,0.05
1237,-19.0,0.0,0.05
1238,6.100000000000001,1.0,0.05
1239,-19.9,0.0,0.05
1240,-21.7,0.0,0.05
1241,-17.2,0.0,0.05
1242,-18.1,0.0,0.05
1243,-20.799999999999997,0.0,0.05
1244,-16.3,0.0,0.05
1245,-15.4,0.0,0.05
1246,7.9,1.0,0.05
1247,-18.1,0.0,0.05
1248,-21.7,0.0,0.05
1249,-20.799999999999997,0.0,0.05
1250,-19.9,0.0,0.05
1251,-19.9,0.0,0.05
1252,-21.7,0.0,0.05
1253,-21.7,0.0,0.05
1254,-19.9,0.0,0.05
1255,-20.799999999999997,0.0,0.05
1256,-15.4,0.0,0.05
1257,-14.5,0.0,0.05
1258,-17.2,0.0,0.05
1259,-16.3,0.0,0.05
1260,-16.3,0.0,0.05
1261,-18.099999999999998,0.0,0.05
1262,-18.1,0.0,0.05
1263,8.5,1.0,0.05
1264,-15.4,0.0,0.05
1265,12.1,1.0,0.05
1266,-20.799999999999997,0.0,0.05
1267,-17.2,0.0,0.05
1268,-16.299999999999997,0.0,0.05
1269,-18.1,0.0,0.05
1270,-17.2,0.0,0.05
1271,-22.6,0.0,0.05
1272,-16.3,0.0,0.05
1273,-19.9,0.0,0.05
1274,11.2,1.0,0.05
1275,-19.0,0.0,0.05
1276,-19.9,0.0,0.05
1277,-22.6,0.0,0.05
1278,-16.299999999999997,0.0,0.05
1279,-14.5,0.0,0.05
1280,10.9,1.0,0.05
1281,-20.799999999999997,0.0,0.05
1282,8.500000000000004,1.0,0.05
1283,11.2,1.0,0.05
1284,-15.4,0.0,0.05
1285,-18.1,0.0,0.05
1286,-17.199999999999996,0.0,0.05
1287,10.0,1.0,0.05
1288,-16.3,0.0,0.05
1289,-15.4,0.0,0.05
1290,-15.4,0.0,0.05
1291,10.6,1.0,0.05
1292,-19.9,0.0,0.05
1293,-17.2,0.0,0.05
1294,-20.799999999999997,0.0,0.05
1295,10.600000000000001,1.0,0.05
1296,-19.0,0.0,0.05
1297,-19.0,0.0,0.05
1298,-16.3,0.0,0.05
1299,11.5,1.0,0.05
1300,-18.1,0.0,0.05
1301,-19.9,0.0,0.05
1302,9.4,1.0,0.05
1303,-17.200000000000003,0.0,0.05
1304,-19.0,0.0,0.05
1305,-11.8,0.0,0.05
1306,-19.9,0.0,0.05
1307,-16.299999999999997,0.0,0.05
1308,-22.6,0.0,0.05
1309,-21.7,0.0,0.05
1310,9.7,1.0,0.05
1311,6.100000000000001,1.0,0.05
1312,-17.2,0.0,0.05
1313,-19.0,0.0,0.05
1314,-20.799999999999997,0.0,0.05
1315,-17.2,0.0,0.05
1316,-19.9,0.0,0.05
1317,-17.2,0.0,0.05
1318,-19.0,0.0,0.05
1319,5.8000000000000025,1.0,0.05
1320,-19.0,0.0,0.05
1321,-19.9,0.0,0.05
1322,-21.7,0.0,0.05
1323,-21.7,0.0,0.05
1324,-20.799999999999997,0.0,0.05
1325,-22.6,0.0,0.05
1326,-21.7,0.0,0.05
1327,-13.6,0.0,0.05
1328,-20.799999999999997,0.0,0.05
1329,4.000000000000002,1.0,0.05
1330,-18.1,0.0,0.05
1331,-19.9,0.0,0.05
1332,-16.3,0.0,0.05
1333,10.6,1.0,0.05
1334,8.5,1.0,0.05
1335,-16.3,0.0,0.05
1336,-19.0,0.0,0.05
1337,-19.0,0.0,0.05
1338,-21.7,0.0,0.05
1339,-18.1,0.0,0.05
1340,-22.6,0.0,0.05
1341,-19.0,0.0,0.05
1342,-21.7,0.0,0.05
1343,-16.3,0.0,0.05
1344,6.1,1.0,0.05
1345,-18.1,0.0,0.05
1346,-19.0,0.0,0.05
1347,-22.6,0.0,0.05
1348,-19.0,0.0,0.05
1349,-19.0,0.0,0.05
1350,6.699999999999999,1.0,0.05
1351,-21.7,0.0,0.05
1352,7.8999999999999995,1.0,0.05
1353,-20.799999999999997,0.0,0.05
1354,-22.6,0.0,0.05
1355,5.800000000000001,1.0,0.05
1356,-21.7,0.0,0.05
1357,11.8,1.0,0.05
1358,-19.0,0.0,0.05
1359,-19.9,0.0,0.05
1360,-20.799999999999997,0.0,0.05
1361,7.900000000000001,1.0,0.05
1362,-19.0,0.0,0.05
1363,-17.2,0.0,0.05
1364,-20.799999999999997,0.0,0.05
1365,-19.9,0.0,0.05
1366,-17.2,0.0,0.05
1367,-19.9,0.0,0.05
1368,4.0,1.0,0.05
1369,-20.799999999999997,0.0,0.05
1370,-19.9,0.0,0.05
1371,10.3,1.0,0.05
1372,4.900000000000002,1.0,0.05
1373,-18.1,0.0,0.05
1374,6.700000000000001,1.0,0.05
1375,-14.5,0.0,0.05
1376,-22.6,0.0,0.05
1377,-19.9,0.0,0.05
1378,6.699999999999999,1.0,0.05
1379,-22.6,0.0,0.05
1380,14.5,1.0,0.05
1381,-19.0,0.0,0.05
1382,-20.799999999999997,0.0,0.05
1383,-19.0,0.0,0.05
1384,-18.1,0.0,0.05
1385,5.8,1.0,0.05
1386,10.0,1.0,0.05
1387,4.9,1.0,0.05
1388,-18.1,0.0,0.05
1389,-16.3,0.0,0.05
1390,-16.3,0.0,0.05
1391,-17.200000000000003,0.0,0.05
1392,-21.7,0.0,0.05
1393,-20.799999999999997,0.0,0.05
1394,-19.9,0.0,0.05
1395,-20.799999999999997,0.0,0.05
1396,-17.2,0.0,0.05
1397,-20.799999999999997,0.0,0.05
1398,10.6,1.0,0.05
1399,12.700000000000001,1.0,0.05
1400,-16.3,0.0,0.05
1401,-17.2,0.0,0.05
1402,-17.2,0.0,0.05
1403,-12.7,0.0,0.05
1404,-15.4,0.0,0.05
1405,-16.3,0.0,0.05
1406,8.5,1.0,0.05
1407,-14.5,0.0,0.05
1408,-16.299999999999997,0.0,0.05
1409,5.800000000000001,1.0,0.05
1410,-18.1,0.0,0.05
1411,5.8,1.0,0.05
1412,-19.0,0.0,0.05
1413,-18.1,0.0,0.05
1414,-22.6,0.0,0.05
1415,-17.2,0.0,0.05
1416,6.1000000000000005,1.0,0.05
1417,-22.6,0.0,0.05
1418,-15.4,0.0,0.05
1419,-19.9,0.0,0.05
1420,-19.9,0.0,0.05
1421,-19.0,0.0,0.05
1422,-16.299999999999997,0.0,0.05
1423,-15.4,0.0,0.05
1424,-16.3,0.0,0.05
1425,-19.9,0.0,0.05
1426,-20.799999999999997,0.0,0.05
1427,8.8,1.0,0.05
1428,-16.299999999999997,0.0,0.05
1429,-18.1,0.0,0.05
1430,-17.2,0.0,0.05
1431,-16.3,0.0,0.05
1432,5.8000000000000025,1.0,0.05
1433,-22.6,0.0,0.05
1434,-22.6,0.0,0.05
1435,6.699999999999999,1.0,0.05
1436,-20.799999999999997,0.0,0.05
1437,-19.9,0.0,0.05
1438,-21.7,0.0,0.05
1439,-20.799999999999997,0.0,0.05
1440,-17.2,0.0,0.05
1441,-20.799999999999997,0.0,0.05
1442,6.100000000000001,1.0,0.05
1443,-19.0,0.0,0.05
1444,10.9,1.0,0.05
1445,-17.200000000000003,0.0,0.05
1446,6.699999999999999,1.0,0.05
1447,-20.799999999999997,0.0,0.05
1448,-12.700000000000001,0.0,0.05
1449,-19.0,0.0,0.05
1450,-20.799999999999997,0.0,0.05
1451,10.9,1.0,0.05
1452,-19.0,0.0,0.05
1453,-21.7,0.0,0.05
1454,-19.0,0.0,0.05
1455,-21.7,0.0,0.05
1456,-20.799999999999997,0.0,0.05
1457,-21.7,0.0,0.05
1458,-19.9,0.0,0.05
1459,-19.0,0.0,0.05
1460,-16.299999999999997,0.0,0.05
1461,-17.2,0.0,0.05
1462,-18.099999999999998,0.0,0.05
1463,-18.099999999999998,0.0,0.05
1464,8.5,1.0,0.05
1465,6.1000000000000005,1.0,0.05
1466,-12.700000000000001,0.0,0.05
1467,10.0,1.0,0.05
1468,-19.9,0.0,0.05
1469,-18.1,0.0,0.05
1470,-14.5,0.0,0.05
1471,-14.5,0.0,0.05
1472,8.8,1.0,0.05
1473,-20.799999999999997,0.0,0.05
1474,-14.5,0.0,0.05
1475,10.0,1.0,0.05
1476,-17.2,0.0,0.05
1477,7.900000000000001,1.0,0.05
1478,-19.9,0.0,0.05
1479,5.8000000000000025,1.0,0.05
1480,8.2,1.0,0.05
1481,-19.0,0.0,0.05
1482,-21.7,0.0,0.05
1483,-19.9,0.0,0.05
1484,-18.1,0.0,0.05
1485,-19.9,0.0,0.05
1486,-19.0,0.0,0.05
1487,-18.099999999999998,0.0,0.05
1488,-19.0,0.0,0.05
1489,-22.6,0.0,0.05
1490,-20.799999999999997,0.0,0.05
1491,-19.0,0.0,0.05
1492,-12.700000000000001,0.0,0.05
1493,-19.0,0.0,0.05
1494,-20.799999999999997,0.0,0.05
1495,4.900000000000002,1.0,0.05
1496,-18.1,0.0,0.05
1497,-19.9,0.0,0.05
1498,-19.0,0.0,0.05
1499,-22.6,0.0,0.05
1500,-19.9,0.0,0.05
1501,-22.6,0.0,0.05
1502,-18.1,0.0,0.05
1503,-19.0,0.0,0.05
1504,-19.0,0.0,0.05
1505,-19.0,0.0,0.05
1506,-16.299999999999997,0.0,0.05
1507,-21.7,0.0,0.05
1508,-22.6,0.0,0.05
1509,-19.0,0.0,0.05
1510,-20.799999999999997,0.0,0.05
1511,-19.0,0.0,0.05
1512,-18.099999999999998,0.0,0.05
1513,-21.7,0.0,0.05
1514,-15.399999999999999,0.0,0.05
1515,-18.1,0.0,0.05
1516,-19.9,0.0,0.05
1517,-22.6,0.0,0.05
1518,-17.199999999999996,0.0,0.05
1519,-19.0,0.0,0.05
1520,-20.799999999999997,0.0,0.05
1521,-19.0,0.0,0.05
1522,-18.099999999999998,0.0,0.05
1523,-21.7,0.0,0.05
1524,-21.7,0.0,0.05
1525,-21.7,0.0,0.05
1526,10.3,1.0,0.05
1527,-18.099999999999998,0.0,0.05
1528,-18.099999999999998,0.0,0.05
1529,-19.0,0.0,0.05
1530,-20.799999999999997,0.0,0.05
1531,-19.0,0.0,0.05
1532,-19.0,0.0,0.05
1533,-18.099999999999998,0.0,0.05
1534,-19.0,0.0,0.05
1535,-22.6,0.0,0.05
1536,7.6,1.0,0.05
1537,-19.9,0.0,0.05
1538,-19.0,0.0,0.05
1539,-20.799999999999997,0.0,0.05
1540,-12.7,0.0,0.05
1541,-12.700000000000001,0.0,0.05
1542,-22.6,0.0,0.05
1543,9.399999999999999,1.0,0.05
1544,-22.6,0.0,0.05
1545,-18.099999999999998,0.0,0.05
1546,-17.199999999999996,0.0,0.05
1547,-13.600000000000001,0.0,0.05
1548,-20.799999999999997,0.0,0.05
1549,-20.799999999999997,0.0,0.05
1550,-21.7,0.0,0.05
1551,8.500000000000004,1.0,0.05
1552,-20.799999999999997,0.0,0.05
1553,-22.6,0.0,0.05
1554,-16.299999999999997,0.0,0.05
1555,-19.9,0.0,0.05
1556,-19.0,0.0,0.05
1557,-16.3,0.0,0.05
1558,4.000000000000002,1.0,0.05
1559,-15.399999999999999,0.0,0.05
1560,-21.7,0.0,0.05
1561,-20.799999999999997,0.0,0.05
1562,-19.9,0.0,0.05
1563,-19.0,0.0,0.05
1564,-20.799999999999997,0.0,0.05
1565,-17.199999999999996,0.0,0.05
1566,-16.299999999999997,0.0,0.05
1567,-17.2,0.0,0.05
1568,-22.6,0.0,0.05
1569,-18.1,0.0,0.05
1570,-21.7,0.0,0.05
1571,-22.6,0.0,0.05
1572,6.700000000000001,1.0,0.05
1573,8.799999999999999,1.0,0.05
1574,11.5,1.0,0.05
1575,-19.9,0.0,0.05
1576,-16.299999999999997,0.0,0.05
1577,-19.9,0.0,0.05
1578,-15.4,0.0,0.05
1579,-19.9,0.0,0.05
1580,-21.7,0.0,0.05
1581,-17.2,0.0,0.05
1582,-16.3,0.0,0.05
1583,-18.1,0.0,0.05
1584,-21.7,0.0,0.05
1585,5.200000000000001,1.0,0.05
1586,-17.199999999999996,0.0,0.05
1587,7.900000000000001,1.0,0.05
1588,7.6,1.0,0.05
1589,7.6,1.0,0.05
1590,-21.7,0.0,0.05
1591,-19.0,0.0,0.05
1592,-17.199999999999996,0.0,0.05
1593,4.900000000000002,1.0,0.05
1594,-21.7,0.0,0.05
1595,-21.7,0.0,0.05
1596,-22.6,0.0,0.05
1597,-19.0,0.0,0.05
1598,-18.099999999999998,0.0,0.05
1599,-21.7,0.0,0.05
1600,-16.299999999999997,0.0,0.05
1601,-19.0,0.0,0.05
1602,-19.9,0.0,0.05
1603,-15.399999999999999,0.0,0.05
1604,-20.799999999999997,0.0,0.05
1605,-21.7,0.0,0.05
1606,-19.9,0.0,0.05
1607,-17.199999999999996,0.0,0.05
1608,-19.9,0.0,0.05
1609,-20.799999999999997,0.0,0.05
1610,7.000000000000002,1.0,0.05
1611,6.700000000000001,1.0,0.05
1612,2.200000000000001,1.0,0.05
1613,4.9,1.0,0.05
1614,-17.200000000000003,0.0,0.05
1615,-20.799999999999997,0.0,0.05
1616,-14.5,0.0,0.05
1617,-19.9,0.0,0.05
1618,-19.9,0.0,0.05
1619,10.6,1.0,0.05
1620,-18.1,0.0,0.05
1621,-20.799999999999997,0.0,0.05
1622,-17.2,0.0,0.05
1623,-17.2,0.0,0.05
1624,-19.9,0.0,0.05
1625,6.700000000000003,1.0,0.05
1626,9.7,1.0,0.05
1627,-17.2,0.0,0.05
1628,-17.2,0.0,0.05
1629,-19.9,0.0,0.05
1630,-19.0,0.0,0.05
1631,-21.7,0.0,0.05
1632,-19.0,0.0,0.05
1633,-22.6,0.0,0.05
1634,-21.7,0.0,0.05
1635,-21.7,0.0,0.05
1636,-19.0,0.0,0.05
1637,-18.099999999999998,0.0,0.05
1638,-16.299999999999997,0.0,0.05
1639,-18.099999999999998,0.0,0.05
1640,-14.5,0.0,0.05
1641,-18.099999999999998,0.0,0.05
1642,-12.7,0.0,0.05
1643,-18.099999999999998,0.0,0.05
1644,-19.0,0.0,0.05
1645,-19.9,0.0,0.05
1646,-18.099999999999998,0.0,0.05
1647,4.8999999999999995,1.0,0.05
1648,-16.299999999999997,0.0,0.05
1649,-19.9,0.0,0.05
1650,-16.299999999999997,0.0,0.05
1651,-20.799999999999997,0.0,0.05
1652,-19.0,0.0,0.05
1653,-19.0,0.0,0.05
1654,-21.7,0.0,0.05
1655,-17.2,0.0,0.05
1656,-20.799999999999997,0.0,0.05
1657,7.9,1.0,0.05
1658,7.600000000000001,1.0,0.05
1659,-21.7,0.0,0.05
1660,-22.6,0.0,0.05
1661,6.699999999999999,1.0,0.05
1662,-17.199999999999996,0.0,0.05
1663,-19.9,0.0,0.05
1664,-20.799999999999997,0.0,0.05
1665,-20.799999999999997,0.0,0.05
1666,-16.299999999999997,0.0,0.05
1667,-21.7,0.0,0.05
1668,-18.1,0.0,0.05
1669,-21.7,0.0,0.05
1670,-18.099999999999998,0.0,0.05
1671,-21.7,0.0,0.05
1672,-20.799999999999997,0.0,0.05
1673,-21.7,0.0,0.05
1674,5.799999999999999,1.0,0.05
1675,-20.799999999999997,0.0,0.05
1676,-21.7,0.0,0.05
1677,-19.0,0.0,0.05
1678,-19.9,0.0,0.05
1679,7.0,1.0,0.05
1680,6.700000000000003,1.0,0.05
