episode,reward,success,epsilon
1681,-17.2,0.0,0.05
1682,-18.1,0.0,0.05
1683,-18.1,0.0,0.05
1684,-22.6,0.0,0.05
1685,-18.1,0.0,0.05
1686,9.1,1.0,0.05
1687,-19.0,0.0,0.05
1688,-19.9,0.0,0.05
1689,-18.099999999999998,0.0,0.05
1690,-19.9,0.0,0.05
1691,-16.299999999999997,0.0,0.05
1692,-20.799999999999997,0.0,0.05
1693,-17.199999999999996,0.0,0.05
1694,-21.7,0.0,0.05
1695,10.9,1.0,0.05
1696,-20.799999999999997,0.0,0.05
1697,-16.299999999999997,0.0,0.05
1698,13.3,1.0,0.05
1699,-21.7,0.0,0.05
1700,7.8999999999999995,1.0,0.05
1701,-20.799999999999997,0.0,0.05
1702,-17.2,0.0,0.05
1703,-19.0,0.0,0.05
1704,-16.3,0.0,0.05
1705,-21.7,0.0,0.05
1706,-22.6,0.0,0.05
1707,5.800000000000002,1.0,0.05
1708,-22.6,0.0,0.05
1709,-21.7,0.0,0.05
1710,-15.4,0.0,0.05
1711,7.9,1.0,0.05
1712,8.8,1.0,0.05
1713,-20.799999999999997,0.0,0.05
1714,-21.7,0.0,0.05
1715,-20.799999999999997,0.0,0.05
1716,7.9,1.0,0.05
1717,-20.799999999999997,0.0,0.05
1718,-19.9,0.0,0.05
1719,-13.6,0.0,0.05
1720,-18.1,0.0,0.05
1721,-17.2,0.0,0.05
1722,8.8,1.0,0.05
1723,-22.6,0.0,0.05
1724,-20.799999999999997,0.0,0.05
1725,-19.0,0.0,0.05
1726,-20.799999999999997,0.0,0.05
1727,-21.7,0.0,0.05
1728,-19.0,0.0,0.05
1729,-19.9,0.0,0.05
1730,-20.799999999999997,0.0,0.05
1731,-21.7,0.0,0.05
1732,-18.1,0.0,0.05
1733,-21.7,0.0,0.05
1734,-17.2,0.0,0.05
1735,-19.9,0.0,0.05
1736,-17.2,0.0,0.05
1737,-21.7,0.0,0.05
1738,-20.799999999999997,0.0,0.05
1739,-19.0,0.0,0.05
1740,-13.6,0.0,0.05
1741,-21.7,0.0,0.05
1742,-15.4,0.0,0.05
1743,-20.799999999999997,0.0,0.05
1744,-17.199999999999996,0.0,0.05
1745,-18.099999999999998,0.0,0.05
1746,12.4,1.0,0.05
1747,-19.9,0.0,0.05
1748,-13.6,0.0,0.05
1749,-17.2,0.0,0.05
1750,-14.5,0.0,0.05
1751,-18.1,0.0,0.05
1752,5.800000000000002,1.0,0.05
1753,-21.7,0.0,0.05
1754,-15.4,0.0,0.05
1755,-18.099999999999998,0.0,0.05
1756,4.000000000000002,1.0,0.05
1757,-19.0,0.0,0.05
1758,-19.9,0.0,0.05
1759,-18.1,0.0,0.05
1760,-19.9,0.0,0.05
1761,-18.099999999999998,0.0,0.05
1762,-17.2,0.0,0.05
1763,-19.0,0.0,0.05
1764,-15.399999999999997,0.0,0.05
1765,-14.5,0.0,0.05
1766,5.8000000000000025,1.0,0.05
1767,-19.0,0.0,0.05
1768,-20.799999999999997,0.0,0.05
1769,10.9,1.0,0.05
1770,-16.3,0.0,0.05
1771,-22.6,0.0,0.05
1772,-19.0,0.0,0.05
1773,-21.7,0.0,0.05
1774,-22.6,0.0,0.05
1775,-19.0,0.0,0.05
1776,-19.9,0.0,0.05
1777,-21.7,0.0,0.05
1778,-21.7,0.0,0.05
1779,-20.799999999999997,0.0,0.05
1780,-21.7,0.0,0.05
1781,-19.9,0.0,0.05
1782,-21.7,0.0,0.05
1783,-19.0,0.0,0.05
1784,-15.4,0.0,0.05
1785,-19.0,0.0,0.05
1786,-22.6,0.0,0.05
1787,-19.9,0.0,0.05
1788,-19.0,0.0,0.05
1789,-21.7,0.0,0.05
1790,-15.399999999999999,0.0,0.05
1791,-20.799999999999997,0.0,0.05
1792,-17.2,0.0,0.05
1793,-21.7,0.0,0.05
1794,-18.1,0.0,0.05
1795,-18.1,0.0,0.05
1796,-19.9,0.0,0.05
1797,-17.2,0.0,0.05
1798,-16.3,0.0,0.05
1799,-16.3,0.0,0.05
1800,-14.5,0.0,0.05
1801,4.900000000000002,1.0,0.05
1802,-17.2,0.0,0.05
1803,13.6,1.0,0.05
1804,-17.199999999999996,0.0,0.05
1805,-22.6,0.0,0.05
1806,-18.1,0.0,0.05
1807,-19.9,0.0,0.05
1808,-22.6,0.0,0.05
1809,-22.6,0.0,0.05
1810,-20.799999999999997,0.0,0.05
1811,-15.4,0.0,0.05
1812,-18.1,0.0,0.05
1813,-20.799999999999997,0.0,0.05
1814,-19.9,0.0,0.05
1815,-19.0,0.0,0.05
1816,-21.7,0.0,0.05
1817,-19.0,0.0,0.05
1818,-19.9,0.0,0.05
1819,-19.0,0.0,0.05
1820,-19.0,0.0,0.05
1821,-20.799999999999997,0.0,0.05
1822,-19.0,0.0,0.05
1823,-19.0,0.0,0.05
1824,-19.9,0.0,0.05
1825,-18.099999999999998,0.0,0.05
1826,9.7,1.0,0.05
1827,6.700000000000003,1.0,0.05
1828,10.3,1.0,0.05
1829,-20.799999999999997,0.0,0.05
1830,-17.2,0.0,0.05
1831,-19.0,0.0,0.05
1832,7.600000000000001,1.0,0.05
1833,6.699999999999999,1.0,0.05
1834,-14.5,0.0,0.05
1835,8.8,1.0,0.05
1836,8.5,1.0,0.05
1837,-19.0,0.0,0.05
1838,-14.5,0.0,0.05
1839,-20.799999999999997,0.0,0.05
1840,-19.9,0.0,0.05
1841,5.200000000000001,1.0,0.05
1842,-21.7,0.0,0.05
1843,-20.799999999999997,0.0,0.05
1844,6.700000000000003,1.0,0.05
1845,-22.6,0.0,0.05
1846,-18.1,0.0,0.05
1847,-19.0,0.0,0.05
1848,-22.6,0.0,0.05
1849,-19.9,0.0,0.05
1850,-18.1,0.0,0.05
1851,-21.7,0.0,0.05
1852,-18.099999999999998,0.0,0.05
1853,-19.9,0.0,0.05
1854,-21.7,0.0,0.05
1855,-18.099999999999998,0.0,0.05
1856,-21.7,0.0,0.05
1857,-21.7,0.0,0.05
1858,-16.299999999999997,0.0,0.05
1859,5.8000000000000025,1.0,0.05
1860,-17.2,0.0,0.05
1861,-22.6,0.0,0.05
1862,7.6,1.0,0.05
1863,-20.799999999999997,0.0,0.05
1864,-14.5,0.0,0.05
1865,-22.6,0.0,0.05
1866,-14.5,0.0,0.05
1867,-19.0,0.0,0.05
1868,-19.9,0.0,0.05
1869,-17.2,0.0,0.05
1870,-19.0,0.0,0.05
1871,-15.399999999999999,0.0,0.05
1872,-17.2,0.0,0.05
1873,-19.0,0.0,0.05
1874,-19.9,0.0,0.05
1875,-17.199999999999996,0.0,0.05
1876,-17.199999999999996,0.0,0.05
1877,-20.799999999999997,0.0,0.05
1878,-17.2,0.0,0.05
1879,-18.1,0.0,0.05
1880,-20.799999999999997,0.0,0.05
1881,-22.6,0.0,0.05
1882,-22.6,0.0,0.05
1883,-19.0,0.0,0.05
1884,-19.9,0.0,0.05
1885,-17.199999999999996,0.0,0.05
1886,-20.799999999999997,0.0,0.05
1887,8.5,1.0,0.05
1888,4.000000000000002,1.0,0.05
1889,-22.6,0.0,0.05
1890,-21.7,0.0,0.05
1891,-19.9,0.0,0.05
1892,6.100000000000001,1.0,0.05
1893,-17.2,0.0,0.05
1894,5.200000000000001,1.0,0.05
1895,-18.1,0.0,0.05
1896,-19.9,0.0,0.05
1897,-19.9,0.0,0.05
1898,-16.299999999999997,0.0,0.05
1899,-19.9,0.0,0.05
1900,-20.799999999999997,0.0,0.05
1901,-18.099999999999998,0.0,0.05
1902,-15.4,0.0,0.05
1903,6.699999999999999,1.0,0.05
1904,9.7,1.0,0.05
1905,-22.6,0.0,0.05
1906,-19.9,0.0,0.05
1907,-20.799999999999997,0.0,0.05
1908,-15.399999999999999,0.0,0.05
1909,-18.099999999999998,0.0,0.05
1910,-20.799999999999997,0.0,0.05
1911,-17.2,0.0,0.05
1912,2.200000000000001,1.0,0.05
1913,-16.3,0.0,0.05
1914,10.3,1.0,0.05
1915,4.8999999999999995,1.0,0.05
1916,-20.799999999999997,0.0,0.05
1917,-17.2,0.0,0.05
1918,-17.199999999999996,0.0,0.05
1919,-19.9,0.0,0.05
1920,-19.9,0.0,0.05
1921,-18.099999999999998,0.0,0.05
1922,-20.799999999999997,0.0,0.05
1923,8.500000000000004,1.0,0.05
1924,-19.0,0.0,0.05
1925,-19.9,0.0,0.05
1926,-21.7,0.0,0.05
1927,-15.4,0.0,0.05
1928,-20.799999999999997,0.0,0.05
1929,4.000000000000002,1.0,0.05
1930,-19.9,0.0,0.05
1931,-20.799999999999997,0.0,0.05
1932,-18.1,0.0,0.05
1933,-15.4,0.0,0.05
1934,-16.3,0.0,0.05
1935,5.8000000000000025,1.0,0.05
1936,-12.7,0.0,0.05
1937,-18.1,0.0,0.05
1938,-19.0,0.0,0.05
1939,-21.7,0.0,0.05
1940,-15.4,0.0,0.05
1941,-19.9,0.0,0.05
1942,-19.0,0.0,0.05
1943,-19.0,0.0,0.05
1944,7.0,1.0,0.05
1945,-22.6,0.0,0.05
1946,-22.6,0.0,0.05
1947,-18.099999999999998,0.0,0.05
1948,-19.9,0.0,0.05
1949,-19.9,0.0,0.05
1950,-17.2,0.0,0.05
1951,-20.799999999999997,0.0,0.05
1952,-21.7,0.0,0.05
1953,-22.6,0.0,0.05
1954,-22.6,0.0,0.05
1955,-16.3,0.0,0.05
1956,7.6,1.0,0.05
1957,-19.0,0.0,0.05
1958,7.0,1.0,0.05
1959,-22.6,0.0,0.05
1960,-19.0,0.0,0.05
1961,-18.099999999999998,0.0,0.05
1962,-19.9,0.0,0.05
1963,-16.299999999999997,0.0,0.05
1964,-21.7,0.0,0.05
1965,-20.799999999999997,0.0,0.05
1966,-19.0,0.0,0.05
1967,-20.799999999999997,0.0,0.05
1968,-19.0,0.0,0.05
1969,-17.199999999999996,0.0,0.05
1970,-21.7,0.0,0.05
1971,-18.099999999999998,0.0,0.05
1972,-20.799999999999997,0.0,0.05
1973,5.800000000000002,1.0,0.05
1974,-19.0,0.0,0.05
1975,-21.7,0.0,0.05
1976,-15.4,0.0,0.05
1977,-22.6,0.0,0.05
1978,-22.6,0.0,0.05
1979,8.5,1.0,0.05
1980,-15.4,0.0,0.05
1981,8.8,1.0,0.05
1982,-19.9,0.0,0.05
1983,-19.0,0.0,0.05
1984,12.399999999999999,1.0,0.05
1985,-17.199999999999996,0.0,0.05
1986,-19.9,0.0,0.05
1987,-19.0,0.0,0.05
1988,7.9,1.0,0.05
1989,-19.9,0.0,0.05
1990,-21.7,0.0,0.05
1991,-13.6,0.0,0.05
1992,-22.6,0.0,0.05
1993,-22.6,0.0,0.05
1994,-20.799999999999997,0.0,0.05
1995,3.0999999999999996,1.0,0.05
1996,-22.6,0.0,0.05
1997,-20.799999999999997,0.0,0.05
1998,-21.7,0.0,0.05
1999,-16.299999999999997,0.0,0.05
2000,-14.5,0.0,0.05
